nivel_bot,equipo_bot,objetivo_bot,bloque_bot,grupo_muscular,patron_movimiento_1,clasificacion,short_youtube_url,ejercicio,categoria_movimiento,score_funcional,tipo_rutina
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/XpcDH-_hkD8?si=ZolNMoUBWOAc0Xms,Single Arm Dumbbell Overhead Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/EUHaKY3aA1Q?si=H2a-9iB71twMingb,Dumbbell Goblet Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/w0CTy_eIIcM?si=RtrXOHk6gyF6NsFi,Wall Ball Feet Elevated Russian Twist,Core,3,core_estabilidad
Principiante,Otro equipo,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/0DwFec0Aeog?si=bohJ8yWsahjfyyVf,Wall Ball Russian Twist,Core,3,core_estabilidad
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/VI6qhpokyPI?si=vlQYMvQBOEZ4sjof,Bulgarian Bag Back Rack Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Clubbell Order Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Clubbell Order Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Clubbell Order Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Clubbell Order Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Macebell Order Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Macebell Order Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Macebell Order Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/p3aoeo0dbZg?feature=shared,Plate Overhead Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Condicion fisica / potencia,Principal,Quadriceps,Knee Dominant,Sin clasificar,https://youtu.be/EDEgJ8gSJHo?si=tuk25VgOk61zTjT4,Heavy Sandbag Bear Hug Split Squat,Pierna,5,potencia_funcional
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,https://youtu.be/ayWcRkvxO-I?si=AtCYmB8SJA-QD071,Heavy Sandbag Shoulder Contralateral Split Squat,Pierna,3,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Heavy Sandbag Shoulder Ipsilateral Split Squat,Pierna,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/h1IDfUy9JCg?si=8aLbq-QZwId9tfAE,Sandbag Back Rack Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/b0rzm8OUjAc?si=Rz4zXBOgcisU6tEb,Sandbag Front Rack Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/oMbi7Tppy-Y?si=xztRuodoUOeyiGKn,Alternating Double Dumbbell Tall Kneeling Arnold Press,Empuje,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/IfR7ezW6Oxc?si=-Zb29PMa_gZ8yJr9,Landmine Goblet Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/kZKDLL-1IXw?si=wnx7XbsDFO37wHb3,Single Arm Landmine Front Rack Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Landmine Front Rack Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/rD7QCqe4g0k?si=13maugTiL5P1XI6m,Single Arm Landmine Suitcase Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Back,Horizontal Pull,Ballistics,https://youtu.be/spmQS--R39Q?si=CXJgE_ppmc8oU7i4,Double Kettlebell Gunslinger,Jalón,8,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/Xy9DrXmYIdw?si=e3qLZQjQ9a0RnC4q,Single Arm Kettlebell Front Rack Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/NH32TQinW94?si=UfgmRs54Foklrrlw,Double Kettlebell Bottoms Up Front Rack Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/kTJfy28oNFE?si=SfdE8XDz_tYT0vyI,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/Q_NVo7MW61E?si=3xxOUWjsx7Th2Acq,Double Kettlebell Overhead Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/3HxbM0lO3a8?si=7zxP4xa8ZMIRdBAW,Single Arm Kettlebell Overhead Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/7TXfixD6LwA?si=ZgzyV23h1nt4RVQQ,Single Arm Kettlebell Overhead Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/lQH6gx3-q8E?si=ySQAsX-z8SQ9haRk,Double Kettlebell Suitcase Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/JLyFg72CCrk?si=dyii9fe_jm4Th1O8,Single Arm Kettlebell Suitcase Contralateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/ZqPQvlALHlw?si=B7EklAroPtpJvXvc,Single Arm Kettlebell Suitcase Ipsilateral Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/X13mW_a88Hw?si=bAwJPsrYMO6xCJWC,Kettlebell Goblet Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Hip Flexors,Locomotion,Balance,https://youtu.be/sd6bu56nO9A?feature=shared,Kettlebell Horn Grip March,Core,4,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Shoulder Flexion,Bodybuilding,https://youtu.be/B6e5b8SY64g?si=OFbYwa08fPFsxurs,Single Arm Dumbbell Front Raise,Empuje,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/_aiZoy57VFI?si=skTwggqvw_kxkno5,Single Arm Dumbbell Cross Body Hammer Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Hamstrings,Knee Dominant,Sin clasificar,https://youtu.be/xh13VO9_qEA?si=lzogbMJOWGILmMX3,Suspension Hamstring Curl,Pierna,0,fuerza_hipertrofia
Intermedio,Calistenia / barras,Fuerza / hipertrofia,Principal,Hamstrings,Knee Dominant,Bodybuilding,https://youtu.be/xHvXPam-ZBQ?si=8jfCw-5i-zrJ9hUd,Suspension Single Leg Hamstring Curl,Pierna,-1,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Hamstrings,Knee Dominant,Bodybuilding,https://youtu.be/LtTcXXgeRYo?si=80zdQRqZ21dGBf6n,Superband Prone Hamstring Curl,Pierna,-1,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Hamstrings,Knee Dominant,Bodybuilding,https://youtu.be/qOu-89KQsIg?si=NzRrmfpYz9Rwpoy8,Cable Prone Hamstring Curl,Pierna,-1,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Hamstrings,Knee Dominant,Bodybuilding,https://youtu.be/e5TRSsFNeug?feature=shared,Superband Prone Bench Hamstring Curl,Pierna,-1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/DE6BcaMCwJA?si=Q1Lbpg92nykSCfEE,Single Arm Dumbbell Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/yCDJmfP1Tr8?si=UDCf5aMfQvMiW-69,Single Arm Dumbbell Hammer Curl,Jalón,-3,fuerza_hipertrofia
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Triceps,Vertical Push,Calisthenics,https://youtu.be/EznLCDBAPIU,Ring Dips,Empuje,5,fuerza_hipertrofia
Avanzado,Sin equipo,Fuerza / hipertrofia,Principal avanzado,Chest,Horizontal Push,Calisthenics,https://youtu.be/CQ6VEzQAI7w?si=_nTW1Yq_iP18uBgt,Bodyweight Single Arm Push Up,Empuje,5,fuerza_hipertrofia
Avanzado,Sin equipo,Condicion fisica / potencia,Tecnica,Chest,Horizontal Push,Plyometric,https://youtu.be/MeunnPVySSI?si=wuDGH7XuHo-e8M5X,Bodyweight Aztec Push Up,Empuje,8,potencia_funcional
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Barbell Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Kettlebell Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Suspension Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Landmine Goblet Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Accesorios funcionales,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Barbell Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Barbell Back Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Accesorios funcionales,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Barbell Zercher Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Bulgarian Bag Back Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Kettlebell Suitcase Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Kettlebell Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Accesorios funcionales,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Kettlebell Bottoms Up Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/Bu50PXycHv8?si=SlReQTpVRUbKnVsC,Slider Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Accesorios funcionales,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Dumbbell Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Dumbbell Suitcase Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Dumbbell Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/lyYXfpCV5ys?si=iACRC6Vlz_wbm5zc,Slider Dumbbell Goblet Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Kettlebell Horn Grip Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Kettlebell Goblet Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Clubbell Order Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Clubbell Order Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Clubbell Order Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Macebell Order Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Macebell Order Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Calisthenics,https://youtu.be/3psxN3YA0wg?si=BW-ePbc5Pg6OJ8z6,Slider Curtsy Lunge,Pierna,5,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Plate Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Sandbag Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Sandbag Back Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Accesorios funcionales,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Clubbell Order Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Macebell Order Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/JMGY7iOxEd8?si=VQLmn1jf71I47o_a,Kettlebell Goblet Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/9b4Aatm0Wvo?si=35ADJVaHZbeshP13,Kettlebell Goblet Knee Over Toe Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/JGpJCYbDefo?si=NOFTsBroAKhZtrMl,Kettlebell Goblet Foot Elevated Knee Over Toe Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/gA6gJS2ePGU?si=Ug9x4DfIITtyX9FE,Dumbbell Goblet Walking Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/CvVSQjBGdxY?si=NNbbzDLa-chZFz3I,Ring Maltese,Core,3,movilidad_estabilidad
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/oZCa8oh_YVI?si=rPzLwq3xpBKREAf7,Barbell Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/b10GH56Feuc?si=DTF4gfUaKajgDIEP,Double Kettlebell Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/tiuw2sbuhl0?si=TK4HTHPYjPWelq8-,Suspension Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Back Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Zercher Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Suitcase Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/u_cHR3_1IZw?si=oVJaTI9hNpMcfVFW,Double Kettlebell Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/XVsdDBiLk2I?si=yYz392PvLdjJCOy5,Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/IlABYRygo3w?si=LYId2yiYvpqxybEC,Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/ORgVFXTysI8?si=F2L2x6t0lsu7RXmy,Double Dumbbell Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/tKQAKx25kyk?si=CVIu5jUCBGlS-CU4,Double Dumbbell Suitcase Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Dumbbell Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/6-K9hgU8YUI?si=eubdVXn2jNhff_kr,Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
